Date,Open,High,Low,Close,Adj Close,Volume
2002-07-30,89.31999969482422,91.4000015258789,88.72000122070312,90.94000244140625,59.897186279296875,47532200
2002-07-31,90.48999786376953,91.55000305175781,89.25,91.16000366210938,60.042076110839844,44669900
2002-08-01,90.87999725341797,91.3499984741211,88.33000183105469,88.77999877929688,58.474525451660156,66571900
2002-08-02,88.5,88.91000366210938,85.62000274658203,86.79000091552734,57.16382598876953,51772900
2002-08-05,86.48999786376953,86.93000030517578,83.55000305175781,83.7699966430664,55.17469787597656,47191300
2002-08-06,85.2300033569336,87.9000015258789,85.11000061035156,86.58999633789062,57.032108306884766,64730000
2002-08-07,87.87000274658203,88.5,85.7699966430664,88.0999984741211,58.02663040161133,43289400
2002-08-08,88.41999816894531,91.0999984741211,87.80000305175781,90.94999694824219,59.90378189086914,48339800
2002-08-09,90.0999984741211,91.94000244140625,89.3499984741211,91.29000091552734,60.127708435058594,41879200
2002-08-12,89.98999786376953,91.2699966430664,89.55000305175781,90.62000274658203,59.686431884765625,25841700
2002-08-13,90.1500015258789,91.66000366210938,88.6500015258789,88.97000122070312,58.59965896606445,49690500
2002-08-14,89.0199966430664,92.62999725341797,88.0199966430664,92.22000122070312,60.740272521972656,57423600
2002-08-15,92.83999633789062,93.98999786376953,92.19999694824219,93.5,61.583343505859375,45551500
2002-08-16,92.81999969482422,94.08000183105469,92.0,93.22000122070312,61.39889144897461,36517300
2002-08-19,93.45999908447266,95.75,93.0999984741211,95.4000015258789,62.8347282409668,33669900
2002-08-20,94.81999969482422,95.4000015258789,93.62000274658203,94.38999938964844,62.169498443603516,30508300
2002-08-21,95.05999755859375,95.77999877929688,93.56999969482422,95.75,63.06527328491211,39628900
2002-08-22,95.48999786376953,97.1500015258789,95.06999969482422,96.68000030517578,63.67780303955078,38399800
2002-08-23,96.01000213623047,96.1500015258789,94.1500015258789,94.5999984741211,62.307838439941406,33716400
2002-08-26,94.91000366210938,95.63999938964844,93.5,95.26000213623047,62.742557525634766,33830100
2002-08-27,95.69999694824219,96.25,93.5,94.16000366210938,62.01801300048828,35335700
2002-08-28,93.27999877929688,93.48999786376953,91.80000305175781,92.0999984741211,60.661231994628906,38970600
2002-08-29,91.2699966430664,93.05000305175781,90.80999755859375,92.13999938964844,60.68757247924805,42965700
2002-08-30,91.68000030517578,93.38999938964844,91.4000015258789,91.77999877929688,60.450443267822266,30366700
2002-09-03,90.7300033569336,91.0,88.1500015258789,88.27999877929688,58.145225524902344,76586400
2002-09-04,88.61000061035156,90.25,88.05999755859375,89.54000091552734,58.97510528564453,51099500
2002-09-05,88.48999786376953,89.43000030517578,87.5,88.77999877929688,58.474525451660156,67250900
2002-09-06,89.75,90.56999969482422,89.33999633789062,90.0,59.2780647277832,38622200
2002-09-09,89.0999984741211,91.3499984741211,88.80000305175781,90.66000366210938,59.71279525756836,33998400
2002-09-10,91.13999938964844,91.77999877929688,90.55999755859375,91.69999694824219,60.397769927978516,41416600
2002-09-11,92.47000122070312,93.33000183105469,91.0999984741211,91.12999725341797,60.02234649658203,27711200
2002-09-12,90.75,90.83999633789062,88.98999786376953,89.44999694824219,58.915802001953125,43601700
2002-09-13,88.69000244140625,89.9000015258789,88.25,89.66999816894531,59.06069564819336,41131000
2002-09-16,89.30999755859375,89.88999938964844,88.45999908447266,89.88999938964844,59.20561599731445,28167600
2002-09-17,90.88999938964844,91.19000244140625,87.75,87.83000183105469,57.848819732666016,47609700
2002-09-18,87.01000213623047,88.5,86.27999877929688,86.94999694824219,57.26919174194336,54719400
2002-09-19,85.98999786376953,86.80000305175781,84.69999694824219,84.69999694824219,55.78725051879883,48510500
2002-09-20,84.91999816894531,85.19999694824219,84.05000305175781,84.3499984741211,55.805782318115234,46325600
2002-09-23,83.6500015258789,84.05999755859375,82.69000244140625,83.66000366210938,55.3492546081543,46893800
2002-09-24,82.44000244140625,83.6500015258789,81.8499984741211,82.30999755859375,54.456085205078125,69507000
2002-09-25,83.37000274658203,84.7699966430664,82.04000091552734,84.3499984741211,55.805782318115234,59294400
2002-09-26,85.0199966430664,85.97000122070312,84.44999694824219,85.7300033569336,56.71876907348633,53638000
2002-09-27,85.0,85.62999725341797,82.75,82.75,54.74721908569336,64648300
2002-09-30,82.0,82.80000305175781,80.9000015258789,81.79000091552734,54.11210632324219,73096400
2002-10-01,82.43000030517578,85.7699966430664,81.47000122070312,85.72000122070312,56.712158203125,67198100
2002-10-02,84.69000244140625,85.52999877929688,82.5999984741211,83.1500015258789,55.01185989379883,56749100
2002-10-03,83.13999938964844,84.5999984741211,81.94999694824219,82.30999755859375,54.456085205078125,55547000
2002-10-04,82.80000305175781,82.91999816894531,79.58000183105469,80.80000305175781,53.457115173339844,68483700
2002-10-07,80.05999755859375,81.19999694824219,78.55000305175781,79.12999725341797,52.35222625732422,53188000
2002-10-08,79.80999755859375,81.30999755859375,78.19999694824219,80.37000274658203,53.172630310058594,79531000
2002-10-09,79.08999633789062,79.69999694824219,77.77999877929688,78.0999984741211,51.670772552490234,79956400
2002-10-10,77.94000244140625,81.06999969482422,77.06999969482422,80.62999725341797,53.34462356567383,76749000
2002-10-11,82.0999984741211,84.7300033569336,81.81999969482422,84.16000366210938,55.68006134033203,82308300
2002-10-14,83.19999694824219,84.8499984741211,83.04000091552734,84.62999725341797,55.991004943847656,40631900
2002-10-15,86.98999786376953,88.72000122070312,86.8499984741211,88.69999694824219,58.6837272644043,82320300
2002-10-16,87.41000366210938,87.80000305175781,85.91999816894531,86.55000305175781,57.26128387451172,62977800
2002-10-17,88.87000274658203,89.30000305175781,87.8499984741211,88.2699966430664,58.39924240112305,68534100
2002-10-18,87.6500015258789,89.11000061035156,86.93000030517578,88.63999938964844,58.64406967163086,47448700
2002-10-21,88.12000274658203,90.5,87.56999969482422,90.16999816894531,59.65626525878906,45859100
2002-10-22,89.05000305175781,90.01000213623047,88.5199966430664,89.5199966430664,59.22627258300781,40966800
2002-10-23,88.7699966430664,90.2699966430664,87.68000030517578,90.19999694824219,59.6761360168457,54905800
2002-10-24,90.75,90.9000015258789,88.0999984741211,88.36000061035156,58.45876693725586,54987400
2002-10-25,88.20999908447266,90.38999938964844,87.94000244140625,90.19999694824219,59.6761360168457,43672100
2002-10-28,91.1500015258789,91.29000091552734,88.8499984741211,89.61000061035156,59.28578567504883,39416100
2002-10-29,89.08000183105469,89.48999786376953,87.0,88.56999969482422,58.597721099853516,59508200
